run,lambda_mmd,mean_src_f1,separability,target_acc
dan_lambda0.1,0.1,0.9501035696658248,0.9739010989010989,0.6245864087554085
dan,1.0,0.9479061018324874,0.8557692307692307,0.6436752354288623
dan_lambda10,10.0,0.05066996495567924,0.5384615384615384,0.04072283023670145
