epoch,cls_loss,align,disc_acc,f1_photo,f1_art_painting,f1_cartoon,acc_photo,acc_art_painting,acc_cartoon,mean_val_f1,best
0,0.5662160874183836,0.6513676070814649,0.8340517433699716,0.9519341296398717,0.882898061461454,0.8865763262728322,0.9580838323353293,0.8804878048780488,0.8827292110874201,0.9071361724580527,1
1,0.19327837687325228,0.6164750671151824,0.825020544634664,0.950673240596522,0.8888397381213023,0.9003910301564203,0.9580838323353293,0.8878048780487805,0.8997867803837953,0.9133013362914149,1
2,0.1569291162648665,0.6940408246270542,0.5106732492229621,0.9609207424760855,0.8722814439910953,0.9328733233389198,0.9670658682634731,0.875609756097561,0.9275053304904051,0.9220251699353669,1
3,0.11982298305251274,0.7604933557251992,0.36176109269922,0.9683321920337288,0.8964344437329045,0.9179012842441407,0.9730538922155688,0.9,0.9125799573560768,0.9275559733369247,1
4,0.07669612954960209,0.6809219817809871,0.5798440198299333,0.9626944067795424,0.9357680457316109,0.9210044566946848,0.9670658682634731,0.9317073170731708,0.9232409381663113,0.9398223030686127,1
5,0.07522792769688454,0.6944632844384668,0.5308908182999184,0.9523017400742396,0.9066640865849438,0.9203329161510985,0.9580838323353293,0.9048780487804878,0.9168443496801706,0.9264329142700939,0
6,0.07246036801924553,0.7014541896105987,0.48111659816920466,0.9725697010934985,0.908543506899318,0.9357654803450143,0.9760479041916168,0.9121951219512195,0.9275053304904051,0.938959562779277,0
7,0.06257417397443484,0.6944976322756612,0.49066093226371726,0.9687149845721432,0.8994854683964822,0.9276897735261346,0.9730538922155688,0.9024390243902439,0.9253731343283582,0.9319634088315868,0
8,0.05771016966981881,0.714543415995067,0.41040641627288216,0.9639160762340638,0.9019483288932355,0.9481742054417728,0.9700598802395209,0.9024390243902439,0.9445628997867804,0.9380128701896907,0
9,0.04914110577625126,0.7028976784551085,0.472598536481411,0.9571694073590408,0.9183414711624112,0.9546956992667944,0.9640718562874252,0.9146341463414634,0.9509594882729211,0.943402192596082,1
10,0.03054567483803542,0.7154250147894685,0.4245689787300937,0.9543412876179332,0.9184723042903415,0.9508490256898027,0.9610778443113772,0.9195121951219513,0.9488272921108742,0.9412208725326924,0
11,0.035844327903446514,0.6962840947611578,0.5679392590751788,0.9682664326247102,0.9162150150683813,0.9516624066628863,0.9730538922155688,0.9195121951219513,0.9466950959488273,0.9453812847853259,1
12,0.027007533802133155,0.6994638765973998,0.4916872066523641,0.9668155179163032,0.933980968770162,0.9344256788832845,0.9730538922155688,0.9341463414634147,0.9381663113006397,0.9450740551899166,0
13,0.03264019043250293,0.7018853367255826,0.4017857258102577,0.9662446641053869,0.9040777860902811,0.942077474907416,0.9700598802395209,0.9073170731707317,0.9381663113006397,0.937466641701028,0
14,0.05924411530164936,0.6950094896584309,0.44930214959705994,0.974918717748488,0.9011504092789664,0.9513842125255472,0.9790419161676647,0.9024390243902439,0.9466950959488273,0.9424844465176673,0
15,0.0347477652210791,0.6862166338953478,0.6308497719723603,0.9747608149102875,0.9095199059986255,0.9579398673317596,0.9790419161676647,0.9073170731707317,0.9530916844349681,0.9474068627468908,1
16,0.04881095615284717,0.6984484818181381,0.5538793250991794,0.9609355410656493,0.913145956595827,0.9589496965530689,0.9670658682634731,0.9073170731707317,0.9552238805970149,0.9443437314048485,0
17,0.028100108095288324,0.7094695832341763,0.38680214563320425,0.9746149452799703,0.8942623836315671,0.9372940181958199,0.9790419161676647,0.8975609756097561,0.9360341151385928,0.9353904490357858,0
18,0.022832502896638827,0.6963352974999715,0.48614533311627767,0.9676577050729531,0.9020814857234762,0.9400762570459454,0.9730538922155688,0.9048780487804878,0.9402985074626866,0.9366051492807915,0
19,0.025159345283457007,0.668160013083754,0.7900246500675314,0.9710851212747545,0.9320610733178692,0.9479372293678401,0.9760479041916168,0.9317073170731708,0.9402985074626866,0.9503611413201547,1
20,0.033144539127641176,0.710643236566647,0.42426109424071945,0.9681511351911987,0.9207627662543487,0.9348286376755278,0.9730538922155688,0.9219512195121952,0.9360341151385928,0.9412475130403584,0
21,0.03385887512078683,0.7011607254079997,0.4895320335779284,0.9540381221719659,0.9162725167177068,0.9373980975758364,0.9580838323353293,0.9146341463414634,0.9317697228144989,0.9359029121551696,0
22,0.03286193213287454,0.7068952213367218,0.4011699638416614,0.96011412217279,0.864514959959107,0.9146877964394597,0.9670658682634731,0.8609756097560975,0.9040511727078892,0.9131056261904522,0
23,0.04086058245335274,0.6929018984874481,0.5142652038209544,0.9643599747599844,0.9105625729696383,0.9601332229313095,0.9700598802395209,0.9121951219512195,0.9552238805970149,0.9450185902203107,0
24,0.020765135201353084,0.6854443538365106,0.5158046116235808,0.9711986688042819,0.9060890520782808,0.9508752039848397,0.9760479041916168,0.9,0.9488272921108742,0.9427209749558009,0
