epoch,lr,loss,cls,val_acc,best
53,0.045294584334074316,0.18509666122856983,0.18509666122856983,0.8682,0
54,0.043733338321784825,0.18039371529620596,0.18039371529620596,0.8926,1
55,0.042178276747988484,0.17419104617715223,0.17419104617715223,0.884,0
56,0.0406309342707138,0.16920055675073567,0.16920055675073567,0.888,0
57,0.039092837930172916,0.16000681835362035,0.16000681835362035,0.8936,1
58,0.037565505641757285,0.15118988604414837,0.15118988604414837,0.8968,1
59,0.03605044469803857,0.1482257893643318,0.1482257893643318,0.9136,1
60,0.034549150281252675,0.14108920284676926,0.14108920284676926,0.8932,0
61,0.03306310398773546,0.13480265360017787,0.13480265360017787,0.9114,0
62,0.031593772365766146,0.13272562636821358,0.13272562636821358,0.8918,0
63,0.030142605468260992,0.11871570667140505,0.11871570667140505,0.903,0
64,0.028711035421746394,0.11186481966103753,0.11186481966103753,0.9128,0
65,0.027300475013022688,0.1058077137238025,0.1058077137238025,0.9008,0
66,0.025912316294914254,0.10503640040712818,0.10503640040712818,0.9098,0
67,0.02454792921248146,0.09793257763200676,0.09793257763200676,0.9052,0
68,0.02320866025105018,0.08817182525865033,0.08817182525865033,0.9194,1
69,0.021895831107393487,0.0836818336251794,0.0836818336251794,0.9072,0
70,0.02061073738537637,0.07278078804562065,0.07278078804562065,0.913,0
71,0.01935464731735119,0.06758650753413595,0.06758650753413595,0.912,0
72,0.018128800512565532,0.05886842806072656,0.05886842806072656,0.9236,1
73,0.016934406733817433,0.0516091486985697,0.0516091486985697,0.9304,1
74,0.01577264470356558,0.04737242961440374,0.04737242961440374,0.9272,0
75,0.014644660940672643,0.04238661112359319,0.04238661112359319,0.9296,0
76,0.013551568628929448,0.034798928523208005,0.034798928523208005,0.934,1
77,0.012494446518477033,0.030662220373399492,0.030662220373399492,0.9306,0
78,0.011474337861210555,0.02663231844963384,0.02663231844963384,0.932,0
79,0.01049224938121549,0.023477004534509193,0.023477004534509193,0.9376,1
80,0.009549150281252642,0.019616598320429737,0.019616598320429737,0.941,1
81,0.008645971286271922,0.014213975989246513,0.014213975989246513,0.9412,1
82,0.007783603724899264,0.010922200665703081,0.010922200665703081,0.947,1
83,0.006962898649802819,0.008206194401997277,0.008206194401997277,0.945,0
84,0.0061846659978068265,0.007853058918692342,0.007853058918692342,0.9454,0
85,0.005449673790581615,0.005405704614884111,0.005405704614884111,0.9456,0
86,0.004758647376699036,0.00524631468794757,0.00524631468794757,0.946,0
87,0.004112268715800957,0.004394522224993384,0.004394522224993384,0.9448,0
88,0.003511175705587435,0.0037780242951844217,0.0037780242951844217,0.9456,0
89,0.0029559615522887295,0.003340441497948891,0.003340441497948891,0.9486,1
90,0.0024471741852423253,0.003574916003888839,0.003574916003888839,0.9486,0
91,0.0019853157161528537,0.002776393824903045,0.002776393824903045,0.9488,1
92,0.0015708419435684529,0.00293398976536266,0.00293398976536266,0.9508,1
93,0.0012041619030626347,0.0025659247360887414,0.0025659247360887414,0.9504,0
94,0.0008856374635655646,0.0025204973374267888,0.0025204973374267888,0.9514,1
95,0.0006155829702431174,0.0025877817101084078,0.0025877817101084078,0.9506,0
96,0.00039426493427611206,0.0023076592745893553,0.0023076592745893553,0.951,0
97,0.00022190176984600036,0.002455998584395938,0.002455998584395938,0.9518,1
98,9.866357858642213e-05,0.002480027505642392,0.002480027505642392,0.9506,0
99,2.4671981713420017e-05,0.002328595710205885,0.002328595710205885,0.9518,0
